,S,K,V,_T,mid_iv,bids,asks,last_price,mid
268,36895.86,100000,0.1,14.526587675589102,88.965,0.0,0.017171391752577314,0.0005,0.008585695876288657
400,38890.92,100000,0.6,287.5682543422558,97.625,0.06079383886255924,0.09821192052980134,0.095,0.07950287969618029
336,37055.68,100000,2.0,49.526587675589106,117.765,0.0008048327137546469,0.009360915492957745,0.0025,0.005082874103356196
197,37591.02,100000,47.3,105.5265876755891,102.235,0.005908018867924528,0.2607192702394527,0.013999999999999999,0.1333136445536886
385,38301.58,100000,55.1,203.56825434225576,99.87,0.029876179245283033,0.19340347666971636,0.053,0.11163982795749969
164,37585.05,120000,83.4,105.5265876755891,107.125,0.005262589928057554,0.09767611683848797,0.0085,0.05146935338327276
179,38315.69,120000,56.5,203.56825434225576,101.14500000000001,0.02560831889081456,0.14622812500000001,0.04,0.08591822194540728
306,38305.96,140000,4.7,203.56825434225576,104.24000000000001,0.01912764227642276,0.31484552845528446,0.0285,0.16698658536585362
157,36886.42,140000,10.0,14.526587675589102,114.035,0.0,0.009047101449275358,0.0005,0.004523550724637679
362,37598.11,140000,208.8,105.5265876755891,111.035,0.003024809160305344,0.11862820512820513,0.0065,0.060826507144255235
201,37055.54,15000,0.1,49.526587675589106,149.765,0.564,0.6705,0.6005,0.61725
66,36873.5,16000,0.8,14.526587675589102,107.085,0.5510071090047393,0.5919999999999999,0.545,0.5715035545023696
208,37596.53,160000,102.8,105.5265876755891,116.365,0.0024713375796178343,0.04563554987212273,0.0055,0.024053443725870285
88,38299.02,160000,20.8,203.56825434225576,106.51,0.014697129909365569,0.14266500553709854,0.0245,0.07868106772323205
275,36895.54,20000,1.8,14.526587675589102,141.20999999999998,0.018260472713297466,0.47769148936170214,0.45,0.2479759810374998
319,37054.16,20000,2.5,49.526587675589106,106.92,0.4291764705882353,0.5303571428571429,0.4745,0.4797668067226891
78,38299.73,200000,474.8,203.56825434225576,111.26,0.0074888888888888895,0.09793983402489626,0.019,0.052714361456892574
283,37595.01,200000,70.4,105.5265876755891,122.69,0.0006453287197231833,0.018799886621315192,0.0025,0.009722607670519188
299,36896.94,22000,0.5,14.526587675589102,130.99,0.39009374999999996,0.47878260869565203,0.377,0.434438179347826
153,38907.89,25000,2.1,287.5682543422558,97.425,0.451,0.5215,0.5,0.48624999999999996
363,38903.14,250000,13.1,287.5682543422558,109.08,0.0176078431372549,0.04756611570247934,0.022000000000000002,0.032586979419867115
246,36897.5,28000,0.3,14.526587675589102,109.91,0.14937553191489364,0.30959490740740736,0.255,0.22948521966115049
312,36850.71,30000,0.2,7.526587675589102,213.495,0.07191379310344828,0.294,0.1375,0.18295689655172415
234,36857.47,30000,6.3,0.5265876755891022,250.0,0.05453846153846154,0.3055,0.1785,0.18001923076923076
58,38897.46,300000,0.4,287.5682543422558,111.82,0.009140625,0.03813157894736842,0.019,0.02363610197368421
121,38301.46,300000,1.4,203.56825434225576,120.655,0.0030153256704980847,0.03990251572327043,0.0095,0.021458920696884258
67,36826.91,31000,0.1,0.5265876755891022,250.0,0.0745,0.278,0.1225,0.17625000000000002
192,36851.45,32000,6.5,0.5265876755891022,92.66,0.0038773854961832066,0.21283333333333335,0.12,0.10835535941475828
323,36896.43,32000,29.5,14.526587675589102,96.125,0.12849725274725268,0.21733953488372088,0.1695,0.1729183938154868
337,38299.66,32000,0.8,203.56825434225576,92.97999999999999,0.23306585365853658,0.375981308411215,0.3175,0.3045235810348758
296,37054.7,32000,1.5,49.526587675589106,96.005,0.2044265734265734,0.2302281879194631,0.225,0.21732738067301824
251,36858.25,33000,171.5,0.5265876755891022,82.705,0.09862582781456955,0.12758450704225352,0.11,0.11310516742841153
377,36849.05,34000,162.9,0.5265876755891022,80.415,0.07320614035087719,0.08769615384615385,0.09300000000000001,0.08045114709851553
364,37054.23,34000,40.2,49.526587675589106,93.375,0.1693967741935484,0.1825,0.18,0.17594838709677418
84,36874.1,34000,39.8,14.526587675589102,90.96000000000001,0.09443142857142858,0.14580718954248365,0.11800000000000001,0.12011930905695611
229,36862.51,34000,25.1,7.526587675589102,88.41499999999999,0.09265838509316769,0.17882958801498128,0.11699999999999999,0.1357439865540745
60,37033.43,35000,65.4,49.526587675589106,91.67500000000001,0.1368673469387755,0.17852173913043476,0.1621,0.15769454303460512
72,36840.57,35000,58.3,7.526587675589102,87.15,0.07600000000000001,0.10580813953488373,0.079,0.09090406976744186
119,37300.72,35000,3.0,77.5265876755891,93.11500000000001,0.18370833333333333,0.20206918238993707,0.2075,0.1928887578616352
313,36849.38,35000,47.1,0.5265876755891022,102.21000000000001,0.04937323943661973,0.0759254658385093,0.0565,0.06264935263756452
398,38893.8,35000,0.2,287.5682543422558,92.02,0.3173245614035088,0.38818965517241394,0.3365,0.35275710828796136
374,37054.98,36000,30.0,49.526587675589106,90.98,0.010012035827579771,0.1708735294117647,0.1625,0.09044278261967223
333,37585.56,36000,4.4,105.5265876755891,94.735,0.19750523560209424,0.22259895833333332,0.2175,0.21005209696771376
222,36902.07,36000,169.8,14.526587675589102,86.64,0.03948310810810811,0.11236462450592881,0.0808,0.07592386630701846
311,36859.2,36000,97.6,7.526587675589102,85.755,0.05242763157894736,0.07043363844393592,0.063,0.06143063501144164
340,38306.35,36000,0.8,203.56825434225576,88.525,0.2533846153846154,0.309,0.301,0.2811923076923077
402,36846.16,36000,118.9,0.5265876755891022,91.815,0.021967492260061918,0.04707539682539683,0.0305,0.034521444542729374
393,36848.1,37000,1.4,1.5265876755891024,86.5,0.017516272189349116,0.028278901734104047,0.0225,0.02289758696172658
31,36828.63,37000,342.5,0.5265876755891022,85.245,0.011800884955752211,0.06725071633237824,0.015,0.039525800644065225
307,36850.71,37000,710.8,7.526587675589102,84.61,0.038729032258064504,0.05268948655256722,0.049,0.045709259405315866
211,36903.01,38000,128.3,14.526587675589102,85.25999999999999,0.04331660231660233,0.06593181818181819,0.055999999999999994,0.054624210249210256
57,36841.05,38000,150.5,7.526587675589102,83.75,0.029178704856787047,0.05939084507042254,0.0345,0.04428477496360479
63,36833.43,38000,2.0,1.5265876755891024,84.405,0.00834251101321586,0.016240618101545257,0.011000000000000001,0.012291564557380558
308,36855.81,38000,577.9,0.5265876755891022,86.485,0.0032382165605095545,0.014530046224961478,0.006999999999999999,0.008884131392735516
148,36836.4,39000,169.2,0.5265876755891022,93.695,0.0009463373083475298,0.012485057471264374,0.003,0.006715697389805952
232,36898.86,40000,466.9,14.526587675589102,84.43,0.025889165628891653,0.07990300678952475,0.0356,0.0528960862092082
384,37047.81,40000,53.4,49.526587675589106,89.47,0.004974484156226971,0.21689208633093526,0.10400000000000001,0.11093328524358112
44,38299.75,40000,14.3,203.56825434225576,94.315,0.17138697318007667,0.328968045112782,0.265,0.25017750914642933
347,38893.88,40000,12.1,287.5682543422558,98.245,0.16349308755760364,0.3645,0.325,0.26399654377880183
346,36859.2,40000,513.9,7.526587675589102,84.36,0.011959356302867749,0.02619043624161073,0.0195,0.01907489627223924
93,36831.69,40000,310.8,0.5265876755891022,106.63,0.0007707581227436824,0.004598705501618124,0.0015,0.002684731812180903
99,37301.68,40000,23.9,77.5265876755891,91.125,0.11536021505376347,0.15254970760233916,0.14,0.13395496132805132
108,37565.81,40000,25.5,105.5265876755891,93.85,0.07425740740740741,0.21327307692307687,0.174,0.14376524216524214
247,36858.88,40000,0.4,1.5265876755891024,90.76,0.0021494845360824745,0.007042035398230086,0.0015,0.00459575996715628
16,38898.55,400000,1.0,287.5682543422558,120.17500000000001,0.004156370656370656,0.019300940438871473,0.0135,0.011728655547621064
376,38307.72,400000,27.8,203.56825434225576,125.79499999999999,0.002318681318681318,0.019367554858934165,0.0065,0.010843118088807741
272,36856.51,41000,1.4,1.5265876755891024,98.97,0.000937007874015748,0.0057614138438880705,0.0005,0.003349210858951909
202,36852.51,42000,172.3,0.5265876755891022,129.79500000000002,0.0005,0.0048282732447817835,0.001,0.0026641366223908915
225,36858.28,42000,1.7,1.5265876755891024,100.35,0.0005098522167487684,0.004183397683397683,0.0005,0.0023466249500732257
196,36862.22,42000,353.3,7.526587675589102,87.965,0.0071735357917570505,0.01406086956521739,0.0105,0.01061720267848722
354,36859.23,44000,181.8,7.526587675589102,92.905,0.003616927592954991,0.00894576059850374,0.006999999999999999,0.006281344095729366
248,36897.5,44000,450.1,14.526587675589102,87.375,0.012955017301038062,0.02891759776536313,0.0155,0.020936307533200596
216,36854.6,44000,250.7,0.5265876755891022,87.94,0.0,0.0045916795069337445,0.0005,0.0022958397534668723
349,36855.46,45000,130.0,0.5265876755891022,87.52,0.0,0.004547445255474453,0.0008,0.0022737226277372265
255,37324.3,45000,74.4,77.5265876755891,90.065,0.07321830985915492,0.10261111111111113,0.0955,0.08791471048513302
287,36859.71,45000,144.0,7.526587675589102,95.215,0.0029283341243474133,0.0075821917808219196,0.0065,0.005255262952584667
145,37040.58,45000,62.9,49.526587675589106,88.49000000000001,0.050601562499999996,0.08785166666666669,0.061,0.06922661458333335
394,36849.66,46000,52.2,0.5265876755891022,95.695,0.0,0.005109374999999999,0.0004,0.0025546874999999997
9,36840.32,46000,35.9,7.526587675589102,98.38499999999999,0.0026974431818181824,0.006416863207547167,0.005,0.004557153194682675
81,36873.46,48000,157.2,14.526587675589102,93.35,0.00455108695652174,0.01604979079497908,0.008,0.01030043887575041
309,37596.49,48000,15.3,105.5265876755891,92.685,0.04954801324503311,0.17538209606986896,0.114,0.11246505465745103
329,38307.45,48000,3.0,203.56825434225576,95.255,0.1316390644753477,0.35527436823104697,0.2065,0.24345671635319732
144,36844.76,48000,36.1,7.526587675589102,105.2,0.0018977110157367665,0.00587159090909091,0.003,0.003884650962413838
160,36860.16,50000,56.1,7.526587675589102,110.04,0.0009736363636363637,0.004446224256292906,0.002,0.002709930309964635
20,36872.77,50000,691.1,14.526587675589102,97.08,0.002663625700508276,0.016440672379696774,0.0065,0.009552149040102525
270,37594.79,50000,2.7,105.5265876755891,92.73,0.06178355704697986,0.13259166666666664,0.10099999999999999,0.09718761185682324
241,38309.29,50000,1.2,203.56825434225576,95.285,0.11503203997648441,0.261859756097561,0.192,0.18844589803702272
70,37033.43,50000,225.0,49.526587675589106,89.82499999999999,0.0348477366255144,0.04063157894736842,0.039,0.03773965778644141
280,37324.12,50000,55.2,77.5265876755891,90.065,0.060680995475113124,0.1008979020979021,0.068,0.08078944878650761
112,36830.69,50000,75.2,0.5265876755891022,125.755,0.0,0.004881999999999999,0.0004,0.0024409999999999996
297,38902.85,50000,9.0,287.5682543422558,95.63499999999999,0.13548918918918917,0.2570978260869565,0.2445,0.19629350763807285
353,36895.49,52000,15.7,14.526587675589102,100.14,0.0024828519855595666,0.028695067264574006,0.0045,0.015588959625066786
114,37035.78,55000,97.7,49.526587675589106,91.78999999999999,0.010613125,0.03402246256239601,0.025,0.022317793781198005
390,37316.83,55000,49.3,77.5265876755891,90.95,0.033238709677419355,0.062450636942675164,0.0495,0.047844673310047256
92,36845.79,55000,95.0,7.526587675589102,125.335,0.0005070422535211268,0.0029687499999999996,0.001,0.0017378961267605633
210,36903.01,56000,2.5,14.526587675589102,108.32,0.0014316770186335404,0.021810732113144767,0.0035,0.011621204565889155
206,37596.53,56000,4.9,105.5265876755891,92.965,0.05377757352941176,0.19528097345132742,0.0745,0.12452927349036959
111,38318.5,60000,5.1,203.56825434225576,95.58,0.11066826923076922,0.23464118564742592,0.1415,0.17265472743909757
32,36840.43,60000,1.8,7.526587675589102,141.82999999999998,0.0005,0.006028081123244931,0.001,0.0032640405616224657
39,37034.27,60000,47.7,49.526587675589106,94.66,0.009125560538116593,0.03038915318744054,0.0175,0.019757356862778568
298,37325.46,60000,41.5,77.5265876755891,91.955,0.023153631284916203,0.04693567251461988,0.0345,0.03504465189976804
302,38902.6,60000,1.1,287.5682543422558,95.935,0.1262869822485207,0.239656652360515,0.2025,0.18297181730451784
360,37597.91,60000,18.0,105.5265876755891,93.61,0.026528761061946897,0.15475127551020407,0.059000000000000004,0.09064001828607549
80,36873.46,60000,102.7,14.526587675589102,114.9,0.0009676425269645607,0.0646205159209996,0.002,0.03279407922398208
130,37596.53,64000,34.3,105.5265876755891,94.175,0.02498712446351931,0.1131409691629956,0.047,0.06906404681325745
175,36896.54,64000,5.5,14.526587675589102,121.795,0.0005239130434782609,0.011479855138071525,0.0015,0.0060018840907748935
194,38315.64,64000,1.8,203.56825434225576,96.41,0.09014484126984128,0.3158882978723404,0.126,0.20301656957109085
350,37054.68,65000,42.7,49.526587675589106,97.70500000000001,0.009273567467652497,0.020650297619047617,0.0125,0.014961932543350057
204,37322.95,70000,7.1,77.5265876755891,94.775,0.01102949438202247,0.026409322651128917,0.019,0.018719408516575692
368,37056.01,70000,9.2,49.526587675589106,100.485,0.00632972582972583,0.021169220055710314,0.0085,0.013749472942718072
244,36896.69,72000,50.5,14.526587675589102,131.475,0.0005,0.012402420856610802,0.0009,0.006451210428305401
284,37595.01,72000,1.7,105.5265876755891,95.455,0.021265217391304343,0.19479721362229108,0.032,0.10803121550679771
343,36895.49,76000,0.8,14.526587675589102,140.465,0.0005,0.007293959731543624,0.0005,0.003896979865771812
143,37567.8,8000,1.8,105.5265876755891,91.555,0.5646944444444445,0.7975,0.7935,0.6810972222222222
256,37593.8,80000,70.2,105.5265876755891,97.015,0.016206837016574587,0.12509931292941912,0.023,0.07065307497299685
186,37321.87,80000,1.1,77.5265876755891,97.33500000000001,0.00871609195402299,0.016342396313364056,0.013999999999999999,0.012529244133693523
109,38901.53,80000,0.7,287.5682543422558,96.87,0.0588502994011976,0.14240251572327042,0.1205,0.10062640756223401
48,36896.27,80000,13.0,14.526587675589102,148.88,0.0005,0.013061655648174762,0.0005,0.006780827824087381
77,38299.54,80000,23.1,203.56825434225576,97.095,0.03848832684824903,0.516508,0.079,0.2774981634241245
380,37047.8,80000,23.3,49.526587675589106,106.505,0.0030838259000537343,0.011833732057416268,0.0065,0.007458778978735001
379,37590.07,88000,50.9,105.5265876755891,99.005,0.009392045454545455,0.10499054054054054,0.0195,0.057191292997543
89,37032.66,90000,1.5,49.526587675589106,113.41,0.0022719696969696972,0.011919117647058816,0.0035,0.007095543672014257
345,37326.18,90000,28.0,77.5265876755891,100.59,0.006607033639143732,0.0138262599469496,0.006999999999999999,0.010216646793046666
